size,fit_class,allowance,max_major_dia,min_major_dia,min,max_pitch,min_pitch,minor_dia
0-80 UNF,2A,0.0005,0.0595,0.0563,-,0.0514,0.0496,0.0446
0-80 UNF,3A,0,0.06,0.0568,-,0.0519,0.0506,0.0451
1-64 UNC,2A,0.0006,0.0724,0.0686,-,0.0623,0.0603,0.0538
1-64 UNC,3A,0,0.073,0.0692,-,0.0629,0.0614,0.0544
1-72 UNF,2A,0.0006,0.0724,0.0689,-,0.0634,0.0615,0.0559
1-72 UNF,3A,0,0.073,0.0695,-,0.064,0.0626,0.0565
2-56 UNC,2A,0.0006,0.0854,0.0813,-,0.0738,0.0717,0.0642
2-56 UNC,3A,0,0.086,0.0819,-,0.0744,0.0728,0.0648
2-64 UNF,2A,0.0006,0.0854,0.0816,-,0.0753,0.0733,0.0668
2-64 UNF,3A,0,0.086,0.0822,-,0.0759,0.0744,0.0674
3-48 UNC,2A,0.0007,0.0983,0.0938,-,0.0848,0.0825,0.0734
3-48 UNC,3A,0,0.099,0.0945,-,0.0855,0.0838,0.0741
3-56 UNF,2A,0.0007,0.0983,0.0942,-,0.0867,0.0845,0.0771
3-56 UNF,3A,0,0.099,0.0949,-,0.0874,0.0858,0.0778
4-40 UNC,2A,0.0008,0.1112,0.1061,-,0.095,0.0925,0.0814
4-40 UNC,3A,0,0.112,0.1069,-,0.0958,0.0939,0.0822
4-48 UNF,2A,0.0007,0.1113,0.1068,-,0.0978,0.0954,0.0864
4-48 UNF,3A,0,0.112,0.1075,-,0.0985,0.0967,0.0871
5-40 UNC,2A,0.0008,0.1242,0.1191,-,0.108,0.1054,0.0944
5-40 UNC,3A,0,0.125,0.1199,-,0.1088,0.1069,0.0952
5-44 UNF,2A,0.0007,0.1243,0.1195,-,0.1095,0.107,0.0972
5-44 UNF,3A,0,0.125,0.1202,-,0.1102,0.1083,0.0979
6-32 UNC,2A,0.0008,0.1372,0.1312,-,0.1169,0.1141,0.1
6-32 UNC,3A,0,0.138,0.132,-,0.1177,0.1156,0.1008
6-40 UNF,2A,0.0008,0.1372,0.1321,-,0.121,0.1184,0.1074
6-40 UNF,3A,0,0.138,0.1329,-,0.1218,0.1198,0.1082
8-32 UNC,2A,0.0009,0.1631,0.1571,-,0.1428,0.1399,0.1259
8-32 UNC,3A,0,0.164,0.158,-,0.1437,0.1415,0.1268
8-36 UNF,2A,0.0008,0.1632,0.1577,-,0.1452,0.1424,0.1301
8-36 UNF,3A,0,0.164,0.1585,-,0.146,0.1439,0.1309
10-24 UNC,2A,0.001,0.189,0.1818,-,0.1619,0.1586,0.1394
10-24 UNC,3A,0,0.19,0.1828,-,0.1629,0.1604,0.1404
10-28 UNS,2A,0.001,0.189,0.1825,-,0.1658,0.1625,0.1464
10-32 UNF,2A,0.0009,0.1891,0.1831,-,0.1688,0.1658,0.1519
10-32 UNF,3A,0,0.19,0.184,-,0.1697,0.1674,0.1528
10-36 UNS,2A,0.0009,0.1891,0.1836,-,0.1711,0.1681,0.156
10-40 UNS,2A,0.0009,0.1891,0.184,-,0.1729,0.17,0.1592
10-48 UNS,2A,0.0008,0.1892,0.1847,-,0.1757,0.1731,0.1644
10-56 UNS,2A,0.0007,0.1893,0.1852,-,0.1777,0.1752,0.1681
12-24 UNC,2A,0.001,0.215,0.2078,-,0.1879,0.1845,0.1654
12-24 UNC,3A,0,0.216,0.2088,-,0.1889,0.1863,0.1664
12-28 UNF,2A,0.001,0.215,0.2085,-,0.1918,0.1886,0.1724
12-28 UNF,3A,0,0.216,0.2095,-,0.1928,0.1904,0.1734
12-32 UNEF,2A,0.0009,0.2151,0.2091,-,0.1948,0.1917,0.1779
12-32 UNEF,3A,0,0.216,0.21,-,0.1957,0.1933,0.1788
12-36 UNS,2A,0.0009,0.2151,0.2096,-,0.1971,0.1941,0.1821
12-40 UNS,2A,0.0009,0.2151,0.21,-,0.1989,0.196,0.1835
12-48 UNS,2A,0.0008,0.2152,0.2107,-,0.2017,0.1991,0.1904
12-56 UNS,2A,0.0007,0.2153,0.2112,-,0.2037,0.2012,0.1941
1/4-20 UNC,1A,0.0011,0.2489,0.2367,-,0.2164,0.2108,0.1894
1/4-20 UNC,2A,0.0011,0.2489,0.2408,0.2367,0.2164,0.2127,0.1894
1/4-20 UNC,3A,0,0.25,0.2419,-,0.2175,0.2147,0.1905
1/4-24 UNS,2A,0.0011,0.2489,0.2417,-,0.2218,0.2181,0.1993
1/4-27 UNS,2A,0.001,0.249,0.2423,-,0.2249,0.2214,0.2049
1/4-28 UNF,1A,0.001,0.249,0.2392,-,0.2258,0.2208,0.2064
1/4-28 UNF,2A,0.001,0.249,0.2425,-,0.2258,0.2225,0.2064
1/4-28 UNF,3A,0,0.25,0.2435,-,0.2268,0.2243,0.2074
1/4-32 UNEF,2A,0.001,0.249,0.243,-,0.2287,0.2255,0.2118
1/4-32 UNEF,3A,0,0.25,0.244,-,0.2297,0.2273,0.2128
1/4-36 UNS,2A,0.0009,0.2491,0.2436,-,0.2311,0.228,0.2161
1/4-40 UNS,2A,0.0009,0.2491,0.244,-,0.2329,0.23,0.2193
1/4-48 UNS,2A,0.0008,0.2492,0.2447,-,0.2357,0.233,0.2243
1/4-56 UNS,2A,0.0008,0.2492,0.2451,-,0.2376,0.235,0.228
5/16-18 UNC,1A,0.0012,0.3113,0.2982,-,0.2752,0.2691,0.2452
5/16-18 UNC,2A,0.0012,0.3113,0.3026,0.2982,0.2752,0.2712,0.2452
5/16-18 UNC,3A,0,0.3125,0.3038,-,0.2764,0.2734,0.2464
5/16-20 UN,2A,0.0012,0.3113,0.3032,-,0.2788,0.2748,0.2518
5/16-20 UN,3A,0,0.3125,0.3044,-,0.28,0.277,0.253
5/16-24 UNF,1A,0.0011,0.3114,0.3006,-,0.2843,0.2788,0.2618
5/16-24 UNF,2A,0.0011,0.3114,0.3042,-,0.2843,0.2806,0.2618
5/16-24 UNF,3A,0,0.3125,0.3053,-,0.2854,0.2827,0.2629
5/16-27 UNS,2A,0.001,0.3115,0.3048,-,0.2874,0.2839,0.2674
5/16-28 UN,2A,0.001,0.3115,0.305,-,0.2883,0.2849,0.2689
5/16-28 UN,3A,0,0.3125,0.306,-,0.2893,0.2867,0.2699
5/16-32 UNEF,2A,0.001,0.3115,0.3055,-,0.2912,0.288,0.2743
5/16-32 UNEF,3A,0,0.3125,0.3065,-,0.2922,0.2898,0.2753
5/16-36 UNS,2A,0.0009,0.3116,0.3061,-,0.2936,0.2905,0.2785
5/16-40 UNS,2A,0.0009,0.3116,0.3065,-,0.2954,0.2925,0.2818
5/16-48 UNS,2A,0.0008,0.3117,0.3072,-,0.2982,0.2955,0.2869
3/8-16 UNC,1A,0.0013,0.3737,0.3595,-,0.3331,0.3266,0.2992
3/8-16 UNC,2A,0.0013,0.3737,0.3643,0.3595,0.3331,0.3287,0.2992
3/8-16 UNC,3A,0,0.375,0.3656,-,0.3344,0.3311,0.3005
3/8-18 UNS,2A,0.0013,0.3737,0.365,-,0.3376,0.3333,0.3076
3/8-20 UN,2A,0.0012,0.3738,0.3657,-,0.3413,0.3372,0.3143
3/8-20 UN,3A,0,0.375,0.3669,-,0.3425,0.3394,0.3155
3/8-24 UNF,1A,0.0011,0.3739,0.3631,-,0.3468,0.3411,0.3243
3/8-24 UNF,2A,0.0011,0.3739,0.3667,-,0.3468,0.343,0.3243
3/8-24 UNF,3A,0,0.375,0.3678,-,0.3479,0.345,0.3254
3/8-27 UNS,2A,0.0011,0.3739,0.3672,-,0.3498,0.3462,0.3298
3/8-28 UN,2A,0.0011,0.3739,0.3674,-,0.3507,0.3471,0.3313
3/8-28 UN,3A,0,0.375,0.3685,-,0.3518,0.3491,0.3324
3/8-32 UNEF,2A,0.001,0.374,0.368,-,0.3537,0.3503,0.3368
3/8-32 UNEF,3A,0,0.375,0.369,-,0.3547,0.3522,0.3378
3/8-36 UNS,2A,0.001,0.374,0.3685,-,0.356,0.3528,0.3409
3/8-40 UNS,2A,0.0009,0.3741,0.369,-,0.3579,0.3548,0.3443
0.390-27 UNS,2A,0.0011,0.3889,0.3822,-,0.3648,0.3612,0.3448
7/16-14 UNC,1A,0.0014,0.4361,0.4206,-,0.3897,0.3826,0.3511
7/16-14 UNC,2A,0.0014,0.4361,0.4258,0.4206,0.3897,0.385,0.3511
7/16-14 UNC,3A,0,0.4375,0.4272,-,0.3911,0.3876,0.3525
7/16-16 UN,2A,0.0014,0.4361,0.4267,-,0.3955,0.3909,0.3616
7/16-16 UN,3A,0,0.4375,0.4281,-,0.3969,0.3935,0.363
7/16-18 UNS,2A,0.0013,0.4362,0.4275,-,0.4001,0.3958,0.3701
7/16-20 UNF,1A,0.0013,0.4362,0.424,-,0.4037,0.3975,0.3767
7/16-20 UNF,2A,0.0013,0.4362,0.4281,-,0.4037,0.3995,0.3767
7/16-20 UNF,3A,0,0.4375,0.4294,-,0.405,0.4019,0.378
7/16-24 UNS,2A,0.0011,0.4364,0.4292,-,0.4093,0.4055,0.3868
7/16-27 UNS,2A,0.0011,0.4364,0.4297,-,0.4123,0.4087,0.3923
7/16-28 UNEF,2A,0.0011,0.4364,0.4299,-,0.4132,0.4096,0.3838
7/16-28 UNEF,3A,0,0.4375,0.431,-,0.4143,0.4116,0.3949
7/16-32 UN,2A,0.001,0.4365,0.4305,-,0.4162,0.4128,0.3993
7/16-32 UN,3A,0,0.4375,0.4315,-,0.4172,0.4147,0.4003
1/2-12 UNS,2A,0.0016,0.4984,0.487,-,0.4443,0.4389,0.3992
1/2-12 UNS,3A,0,0.5,0.4886,-,0.4459,0.4419,0.4008
1/2-13 UNC,1A,0.0015,0.4985,0.4822,-,0.4485,0.4411,0.4069
1/2-13 UNC,2A,0.0015,0.4985,0.4876,0.4822,0.4485,0.4435,0.4069
1/2-13 UNC,3A,0,0.5,0.4891,-,0.45,0.4463,0.4084
1/2-14 UNS,2A,0.0015,0.4985,0.4882,-,0.4521,0.4471,0.4135
1/2-16 UN,2A,0,0.4986,0.4892,-,0.458,0.4533,0.4241
1/2-16 UN,3A,0,0.5,0.4906,-,0.4594,0.4559,0.4255
1/2-18 UNS,2A,0.0013,0.4987,0.49,-,0.4626,0.4582,0.4326
1/2-20 UNF,1A,0.0013,0.4987,0.4865,-,0.4662,0.4598,0.4392
1/2-20 UNF,2A,0.0013,0.4987,0.4906,-,0.4662,0.4619,0.4392
1/2-20 UNF,3A,0,0.5,0.4919,-,0.4675,0.4643,0.4405
1/2-24 UNS,2A,0.0012,0.4988,0.4916,-,0.4717,0.4678,0.4492
1/2-27 UNS,2A,0.0011,0.4989,0.4922,-,0.4748,0.4711,0.4548
1/2-28 UNEF,2A,0.0011,0.4989,0.4924,-,0.4757,0.472,0.4563
1/2-28 UNEF,3A,0,0.5,0.4935,-,0.4768,0.474,0.4574
1/2-32 UN,2A,0.001,0.499,0.493,-,0.4787,0.4752,0.4618
1/2-32 UN,3A,0,0.5,0.494,-,0.4797,0.4771,0.4628
9/16-12 UNC,1A,0.0016,0.5609,0.5437,-,0.5068,0.499,0.4617
9/16-12 UNC,2A,0.0016,0.5609,0.5495,0.5437,0.5068,0.5016,0.4617
9/16-12 UNC,3A,0,0.5625,0.5511,-,0.5084,0.5045,0.4633
9/16-14 UNS,2A,0.0015,0.561,0.5507,-,0.5146,0.5096,0.476
9/16-16 UN,2A,0.0014,0.5611,0.5517,-,0.5205,0.5158,0.4866
9/16-16 UN,3A,0,0.5625,0.5531,-,0.5219,0.5184,0.488
9/16-18 UNF,1A,0.0014,0.5611,0.548,-,0.525,0.5182,0.495
9/16-18 UNF,2A,0.0014,0.5611,0.5524,-,0.525,0.5205,0.495
9/16-18 UNF,3A,0,0.5625,0.5538,-,0.5264,0.523,0.4964
9/16-20 UN,2A,0.0013,0.5612,0.5531,-,0.5287,0.5245,0.5017
9/16-20 UN,3A,0,0.5625,0.5544,-,0.53,0.5268,0.503
9/16-24 UNEF,2A,0.0012,0.5613,0.5541,-,0.5342,0.5303,0.5117
9/16-24 UNEF,3A,0,0.5625,0.5553,-,0.5354,0.5325,0.5129
9/16-27 UNS,2A,0.0011,0.5614,0.5547,-,0.5373,0.5336,0.5173
9/16-28 UN,2A,0.0011,0.5614,0.5549,-,0.5382,0.5345,0.5188
9/16-28 UN,3A,0,0.5625,0.556,-,0.5393,0.5365,0.5199
9/16-32 UN,2A,0.001,0.5615,0.5555,-,0.5412,0.5377,0.5243
9/16-32 UN,3A,0,0.5625,0.5565,-,0.5422,0.5396,0.5253
5/8-11 UNC,1A,0.0016,0.6234,0.6052,-,0.5644,0.5561,0.5152
5/8-11 UNC,2A,0.0016,0.6234,0.6113,0.6052,0.5644,0.5589,0.5152
5/8-11 UNC,3A,0,0.625,0.6129,-,0.566,0.5619,0.5168
5/8-12 UN,2A,0.0016,0.6234,0.612,-,0.5693,0.5639,0.5242
5/8-12 UN,3A,0,0.625,0.6136,-,0.5709,0.5668,0.5258
5/8-14 UNS,2A,0.0015,0.6235,0.6132,-,0.5771,0.572,0.5385
5/8-16 UN,2A,0.0014,0.6236,0.6142,-,0.583,0.5782,0.5491
5/8-16 UN,3A,0,0.625,0.6156,-,0.5844,0.5808,0.5505
5/8-18 UNF,1A,0.0014,0.6236,0.6105,-,0.5875,0.5805,0.5575
5/8-18 UNF,2A,0.0014,0.6236,0.6149,-,0.5875,0.5828,0.5575
5/8-18 UNF,3A,0,0.625,0.6163,-,0.5889,0.5854,0.5589
5/8-20 UN,2A,0.0013,0.6237,0.6156,-,0.5912,0.5869,0.5642
5/8-20 UN,3A,0,0.625,0.6169,-,0.5925,0.5893,0.5655
5/8-24 UNEF,2A,0.0012,0.6238,0.6166,-,0.5967,0.5927,0.5742
5/8-24 UNEF,3A,0,0.625,0.6178,-,0.5979,0.5949,0.5754
5/8-27 UNS,2A,0.0011,0.6239,0.6172,-,0.5998,0.596,0.5798
5/8-28 UN,2A,0.0011,0.6239,0.6174,-,0.6007,0.5969,0.5813
5/8-28 UN,3A,0,0.625,0.6185,-,0.6018,0.599,0.5824
5/8-32 UN,2A,0.0011,0.6239,0.6179,-,0.6036,0.6,0.5867
5/8-32 UN,3A,0,0.625,0.619,-,0.6047,0.602,0.5878
11/16-12 UN,2A,0.0016,0.6859,0.6745,-,0.6318,0.6264,0.5867
11/16-12 UN,3A,0,0.6875,0.6761,-,0.6334,0.6293,0.5883
11/16-16 UN,2A,0.0014,0.6861,0.6767,-,0.6455,0.6407,0.6116
11/16-16 UN,3A,0,0.6875,0.6781,-,0.6469,0.6433,0.613
11/16-20 UN,2A,0.0013,0.6862,0.6781,-,0.6537,0.6494,0.6267
11/16-20 UN,3A,0,0.6875,0.6794,-,0.655,0.6518,0.628
11/16-24 UNEF,2A,0.0012,0.6863,0.6791,-,0.6592,0.6552,0.6367
11/16-24 UNEF,3A,0,0.6875,0.6803,-,0.6604,0.6574,0.6379
11/16-28 UN,2A,0.0011,0.6864,0.6799,-,0.6632,0.6594,0.6438
11/16-28 UN,3A,0,0.6875,0.681,-,0.6643,0.6615,0.6449
11/16-32 UN,2A,0.0011,0.6864,0.6804,-,0.6661,0.6625,0.6492
11/16-32 UN,3A,0,0.6875,0.6815,-,0.6672,0.6645,0.6503
3/4-10 UNC,1A,0.0018,0.7482,0.7288,-,0.6832,0.6744,0.6291
3/4-10 UNC,2A,0.0018,0.7482,0.7353,0.7288,0.6832,0.6773,0.6291
3/4-10 UNC,3A,0,0.75,0.7371,-,0.685,0.6806,0.6309
3/4-12 UN,2A,0.0017,0.7483,0.7369,-,0.6942,0.6887,0.6491
3/4-12 UN,3A,0,0.75,0.7386,-,0.6959,0.6918,0.6508
3/4-14 UNS,2A,0.0015,0.7485,0.7382,-,0.7021,0.697,0.6635
3/4-16 UNF,1A,0.0015,0.7485,0.7343,-,0.7079,0.7004,0.674
3/4-16 UNF,2A,0.0015,0.7485,0.7391,-,0.7079,0.7029,0.674
3/4-16 UNF,3A,0,0.75,0.7406,-,0.7094,0.7056,0.6755
3/4-18 UNS,2A,0.0014,0.7486,0.7399,-,0.7125,0.7079,0.6825
3/4-20 UNEF,2A,0.0013,0.7487,0.7406,-,0.7162,0.7118,0.6892
3/4-20 UNEF,3A,0,0.75,0.7419,-,0.7175,0.7142,0.6905
3/4-24 UNS,2A,0.0012,0.7488,0.7416,-,0.7217,0.7176,0.6992
3/4-27 UNS,2A,0.0012,0.7488,0.7421,-,0.7247,0.7208,0.7047
3/4-28 UN,2A,0.0012,0.7488,0.7423,-,0.7256,0.7218,0.7062
3/4-28 UN,3A,0,0.75,0.7435,-,0.7268,0.7239,0.7074
3/4-32 UN,2A,0.0011,0.7489,0.7429,-,0.7286,0.725,0.7114
3/4-32 UN,3A,0,0.75,0.744,-,0.7297,0.727,0.7128
13/16-12 UN,2A,0.0017,0.8108,0.7994,-,0.7567,0.7512,0.7116
13/16-12 UN,3A,0,0.8125,0.8011,-,0.7584,0.7543,0.7133
13/16-16 UN,2A,0.0015,0.811,0.8016,-,0.7704,0.7655,0.7365
13/16-16 UN,3A,0,0.8125,0.8031,-,0.7719,0.7683,0.738
13/16-20 UNEF,2A,0.0013,0.8112,0.8031,-,0.7787,0.7743,0.7517
13/16-20 UNEF,3A,0,0.8125,0.8044,-,0.78,0.7767,0.753
13/16-28 UN,2A,0.0012,0.8113,0.8048,-,0.7881,0.7843,0.7687
13/16-28 UN,3A,0,0.8125,0.806,-,0.7893,0.7864,0.7699
13/16-32 UN,2A,0.0011,0.8114,0.8054,-,0.7911,0.7875,0.7742
13/16-32 UN,3A,0,0.8125,0.8065,-,0.7922,0.7895,0.7753
7/8-9 UNC,1A,0.0019,0.8731,0.8523,-,0.8009,0.7914,0.7408
7/8-9 UNC,2A,0.0019,0.8731,0.8592,0.8523,0.8009,0.7946,0.7408
7/8-9 UNC,3A,0,0.875,0.8611,-,0.8028,0.7981,0.7427
7/8-10 UNS,2A,0.0018,0.8732,0.8603,-,0.8082,0.8022,0.7542
7/8-12 UN,2A,0.0017,0.8733,0.8619,-,0.8192,0.8137,0.7741
7/8-12 UN,3A,0,0.875,0.8636,-,0.8209,0.8168,0.7758
7/8-14 UNF,1A,0.0016,0.8734,0.8579,-,0.827,0.8189,0.7884
7/8-14 UNF,2A,0.0016,0.8734,0.8631,-,0.827,0.8216,0.7884
7/8-14 UNF,3A,0,0.875,0.8647,-,0.8286,0.8245,0.79
7/8-16 UN,2A,0.0015,0.8735,0.8641,-,0.8329,0.828,0.79
7/8-16 UN,3A,0,0.875,0.8656,-,0.8344,0.8308,0.8005
7/8-18 UNS,2A,0.0014,0.8736,0.8649,-,0.8375,0.8329,0.8075
7/8-20 UNEF,2A,0.0013,0.8737,0.8656,-,0.8412,0.8368,0.8142
7/8-20 UNEF,3A,0,0.875,0.8669,-,0.8425,0.8392,0.8155
7/8-24 UNS,2A,0.0012,0.8738,0.8666,-,0.8467,0.8426,0.8242
7/8-27 UNS,2A,0.0012,0.8738,0.8671,-,0.8497,0.8458,0.8297
7/8-28 UN,2A,0.0012,0.8738,0.8673,-,0.8506,0.8468,0.8312
7/8-28 UN,3A,0,0.875,0.8685,-,0.8518,0.8489,0.8324
7/8-32 UN,2A,0.0011,0.8739,0.8679,-,0.8536,0.85,0.8367
7/8-32 UN,3A,0,0.875,0.869,-,0.8547,0.852,0.8378
15/16-12 UN,2A,0.0017,0.9358,0.9244,-,0.8817,0.876,0.8366
15/16-12 UN,3A,0,0.9375,0.9261,-,0.8834,0.8793,0.8383
